State,Scale,N,Mean,SD,SE,Grand_Mean,CR,abs_CR
Michigan,Honesty_Humility,463,0.20139649498902557,0.689756393752626,0.032055698109047244,0.06337256471239115,4.305753373615632,4.305753373615632
California,NEO_Openness,1700,4.300742620085287,0.7993319428999722,0.01938664723827512,4.275382211031184,1.3081379540467164,1.3081379540467164
California,NEO_Conscientiousness,1698,4.247318436864855,0.8416898203118455,0.02042599549306128,4.294257775523954,-2.2980196326315827,2.2980196326315827
California,NEO_Extraversion,1693,3.897793038660945,0.8843234611982119,0.02149228881379902,3.95334257682636,-2.5846264512204793,2.5846264512204793
California,NEO_Agreeableness,1692,4.262026883761608,0.764492821264743,0.018585456478997193,4.290150404651007,-1.5132004382663207,1.5132004382663207
California,NEO_Neuroticism,1693,3.3216580795484845,0.9453337450349192,0.02297506146245598,3.32121281217153,0.019380465104826994,0.019380465104826994
California,Ideology,836,0.016976690016913508,0.9507366260745529,0.03288191377915,0.11908187338052856,-3.1052080499146197,3.1052080499146197
California,Honesty_Humility,959,-0.009005962646098436,0.6987118388766865,0.022562582038047167,0.06337256471239115,-3.2079009058643218,3.2079009058643218
Texas,NEO_Openness,704,4.262272068476429,0.8635436474715299,0.03254602578134091,4.275382211031184,-0.4028185389772251,0.4028185389772251
Texas,NEO_Conscientiousness,708,4.251343697083528,0.8698552176595958,0.03269116096456857,4.294257775523954,-1.3127119739472557,1.3127119739472557
Texas,NEO_Extraversion,699,3.9246695582952413,0.8857645976280744,0.03350269398369095,3.95334257682636,-0.8558421763060841,0.8558421763060841
Texas,NEO_Agreeableness,704,4.296479433431947,0.8272875303156325,0.031179571952235467,4.290150404651007,0.20298639091761353,0.20298639091761353
Texas,NEO_Neuroticism,701,3.318906021936513,0.9721240719551454,0.03671661945865506,3.32121281217153,-0.06282686884108356,0.06282686884108356
Texas,Ideology,343,0.1861200930210706,0.9677517428830203,0.05225368250036313,0.11908187338052856,1.2829377075974726,1.2829377075974726
Texas,Honesty_Humility,368,0.06794762098033852,0.7339603829031225,0.03826032979553771,0.06337256471239115,0.11957702122267003,0.11957702122267003
Pennsylvania,NEO_Openness,691,4.28980439606029,0.779289885664482,0.029645584396984462,4.275382211031184,0.48648678454024835,0.48648678454024835
Pennsylvania,NEO_Conscientiousness,694,4.309850360068019,0.8016991820995157,0.030432084790497218,4.294257775523954,0.512373195967616,0.512373195967616
Pennsylvania,NEO_Extraversion,694,3.973266174401552,0.9267210095751204,0.03517784846264755,3.95334257682636,0.5663677128050378,0.5663677128050378
Pennsylvania,NEO_Agreeableness,696,4.26969925592649,0.7638507628814583,0.028953688446334315,4.290150404651007,-0.7063400147591876,0.7063400147591876
Pennsylvania,NEO_Neuroticism,693,3.4307975558568047,0.9849104943432144,0.037413655898833234,3.32121281217153,2.929003890493686,2.929003890493686
Pennsylvania,Ideology,354,0.07572582955662024,0.9192901646505457,0.04885972099448414,0.11908187338052856,-0.8873575808753155,0.8873575808753155
Pennsylvania,Honesty_Humility,379,0.11516001005260704,0.6904982449613439,0.03546851241325501,0.06337256471239115,1.4600963450855722,1.4600963450855722
Florida,NEO_Openness,691,4.277517896735165,0.8173025750174002,0.031091655250845732,4.275382211031184,0.06868999693808878,0.06868999693808878
Florida,NEO_Conscientiousness,691,4.374562305359933,0.8459883089834246,0.03218291200000025,4.294257775523954,2.4952536872977173,2.4952536872977173
Florida,NEO_Extraversion,688,4.0067351667698325,0.9347696437721722,0.035637758566393604,3.95334257682636,1.4982028076766196,1.4982028076766196
Florida,NEO_Agreeableness,692,4.300052301114868,0.7999509367595049,0.030409571746238206,4.290150404651007,0.3256177543863778,0.3256177543863778
Florida,NEO_Neuroticism,691,3.1964524496735796,1.0177610932399122,0.03871745667516772,3.32121281217153,-3.222328458831034,3.222328458831034
Florida,Ideology,336,0.25174857016954844,1.0137876389316867,0.05530664992875017,0.11908187338052856,2.398747654394729,2.398747654394729
Florida,Honesty_Humility,389,0.0930953483341948,0.7650600135929037,0.03879008249204658,0.06337256471239115,0.7662469815035309,0.7662469815035309
Washington,NEO_Openness,594,4.25651762977846,0.7919800661198632,0.032495335721534825,4.275382211031184,-0.5805319697073414,0.5805319697073414
Washington,NEO_Conscientiousness,595,4.23759720677354,0.8319592450935814,0.034107003778067524,4.294257775523954,-1.66125905163356,1.66125905163356
Washington,NEO_Extraversion,591,3.9874619211973035,0.8607818611939199,0.03540783447296785,3.95334257682636,0.9636100280855011,0.9636100280855011
Washington,NEO_Agreeableness,587,4.290200069793057,0.8045371668090935,0.03320680265217119,4.290150404651007,0.0014956315599167517,0.0014956315599167517
Washington,NEO_Neuroticism,593,3.309591124512046,0.944301726867007,0.03877782418043402,3.32121281217153,-0.29969932313396314,0.29969932313396314
Washington,Ideology,286,0.10885231706405178,0.9390766894232287,0.0555287687240345,0.11908187338052856,-0.1842208381625635,0.1842208381625635
Washington,Honesty_Humility,310,0.1615288678231778,0.7110058725468411,0.040382419953213865,0.06337256471239115,2.430669168031739,2.430669168031739
Virginia,NEO_Openness,520,4.241464232489445,0.8378445431813133,0.03674191377649027,4.275382211031184,-0.9231413134348421,0.9231413134348421
Virginia,NEO_Conscientiousness,517,4.31929207444797,0.8097043249484117,0.035610755493916596,4.294257775523954,0.7029982536678451,0.7029982536678451
Virginia,NEO_Extraversion,521,3.908966731778314,0.9504048813723188,0.041637993837118366,3.95334257682636,-1.0657536773178353,1.0657536773178353
Virginia,NEO_Agreeableness,523,4.304356527197344,0.8164234561475148,0.03569970515134045,4.290150404651007,0.3979338901011576,0.3979338901011576
Virginia,NEO_Neuroticism,520,3.2996901300571624,0.9997348469049663,0.04384127323293429,3.32121281217153,-0.4909228342893906,0.4909228342893906
Virginia,Ideology,247,0.1858516383003792,0.9844384395501418,0.06263831791734065,0.11908187338052856,1.0659571830770103,1.0659571830770103
Virginia,Honesty_Humility,267,0.08252698072433476,0.6709632336597198,0.0410622830539128,0.06337256471239115,0.4664722608529774,0.4664722608529774
